ASV,01A-CR,01B-CR,01C-CR,02A-CR,02B-CR,02C-CR,03A,03B,03C,04A,04B,04C,05A,05B,05C,06A,06B,06C,07A,07B,07C,08A,08B,08C,09A,09B,09C,10A,10B,10C,11A,11B,11C,12A,12B,12C,13A,13B,13C,14A,14B,14C
dbc2f154048acbd409786a2ceca412fb,0,0,0,0,0,0,0,78,0,0,0,0,0,92,578,0,0,373,0,193,52,0,65,0,0,0,15,0,0,30,0,66,19,0,475,616,0,0,60,0,0,0
c3cb093370090e94208d6f31e0b993f7,0,0,0,84,0,0,151,31,0,0,0,0,853,48,188,0,0,0,208,19,47,43,42,0,77,24,0,60,0,0,0,20,0,134,57,0,149,47,64,295,13,54
c18e05c0ce982fefc310c4e2079c769b,0,0,0,0,0,0,454,449,0,0,24,0,252,51,545,15,17,0,39,0,224,0,11,0,18,30,0,64,0,0,0,37,0,199,185,0,0,70,0,0,4,0
4965cfbdf8a4dc6913f98cb487a6b1ca,0,0,0,0,0,0,576,131,22,0,0,0,166,0,177,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1285,275,0,0,0,0,0,0,0
ac3e5f847119bc47cb64c4d2c4d0169f,0,0,0,0,0,0,28,50,0,27,3,0,473,26,471,237,36,16,0,0,338,0,0,0,114,48,0,22,16,0,0,5,0,217,377,0,0,0,0,115,14,0
180ea1c3e9bbf5d3aa6ae735409f61e0,0,0,0,0,0,0,35,142,178,0,4,0,11,21,58,0,17,92,0,293,105,0,45,54,0,26,27,0,0,0,0,40,11,0,633,346,0,219,273,0,0,0
03069e0a070075de4e29a6a768c80099,0,37,0,22,72,0,186,72,0,61,0,0,430,57,475,53,7,0,311,5,48,0,42,0,124,77,0,32,0,0,8,40,0,157,92,0,36,0,0,104,69,0
56298be00e7cd7d2f0a5ce2123df4b14,0,1148,0,0,298,0,0,290,42,0,0,0,0,40,348,0,0,36,0,20,11,0,156,0,0,38,0,0,19,0,0,0,0,0,108,1,0,0,14,0,0,0
0236859107739adf4215c0e336a726ca,19,0,0,51,0,0,156,69,0,44,24,0,617,62,539,77,0,47,132,64,34,0,0,6,119,29,0,31,20,39,0,0,0,34,139,0,32,66,0,92,16,0
2409110780b297b47a9768d05730daa3,0,766,148,0,169,0,0,0,0,0,0,0,0,23,125,0,0,0,0,22,131,0,219,0,0,63,41,0,7,0,0,47,9,0,291,96,0,369,0,0,0,0
1f775276dab04f319d16687561b3ff7a,0,0,0,0,0,0,0,1294,259,0,15,0,0,148,103,0,77,11,0,124,276,0,56,0,0,52,0,0,0,0,0,74,0,0,16,0,0,0,0,0,0,0
8994a413501a5323dd19dcb7a8459975,0,0,0,0,0,0,405,116,0,27,0,0,464,75,750,70,26,0,0,0,0,0,0,0,109,0,7,0,0,0,0,0,0,70,74,0,0,0,0,278,11,0
e7ec4202ed5c9edead8fe62404c7e0ba,0,112,0,0,41,0,0,750,360,0,0,8,0,260,428,0,11,50,0,49,163,0,25,105,0,0,0,0,12,0,0,0,0,0,32,0,0,0,0,0,0,0
1e37848d080ef0fd4b6970748e64518e,0,0,0,0,0,0,211,63,0,10,0,0,360,59,353,91,23,12,0,0,104,0,31,0,46,0,0,16,5,0,0,0,0,593,268,0,0,0,0,89,56,0
e6b4f3466451f881d8335a3492f69fb4,0,0,0,0,0,0,271,47,0,0,0,0,101,17,59,26,0,0,0,0,19,0,0,0,55,8,6,57,31,0,0,0,0,645,122,0,0,0,0,840,65,17
8d5f77673e1398ac45ae70d4ceeac899,0,0,0,52,0,0,0,134,18,58,0,0,644,53,465,0,11,0,162,73,43,0,80,0,65,49,0,44,0,0,0,0,0,65,49,0,99,0,85,90,0,0
70e85244f63889fee8ad794b19c4025b,0,0,0,0,0,0,97,26,40,55,18,0,719,79,574,0,0,53,49,21,33,67,121,0,107,0,12,0,0,30,0,0,0,0,41,0,36,21,36,66,19,0
03bbe906652e6b57fe04946513c8dc71,0,0,0,0,0,0,158,78,0,116,28,0,283,52,114,407,23,32,77,54,43,14,42,17,67,13,0,58,0,19,0,16,0,191,105,0,81,21,0,165,40,0
46ef566a25122ca058d38b0457d513e4,14,30,0,0,18,379,43,32,41,24,0,0,0,0,225,62,15,99,0,37,32,463,108,12,28,0,29,0,11,0,0,4,0,35,13,61,34,40,52,260,0,98
f96d63405c34c9ddb31f90b156987773,0,0,0,0,0,0,0,213,106,0,0,0,0,36,195,0,17,35,0,22,119,0,428,83,0,47,28,0,0,0,0,87,0,0,492,56,0,269,53,0,0,0
7916b53b134f8c750f8cec18d6b43c56,31,30,0,65,46,0,217,35,34,45,18,0,425,45,112,64,0,50,267,21,35,148,93,0,0,40,0,43,14,0,32,45,0,0,24,0,71,26,0,124,16,26
1323bf7ad8c63312b0346123c7c91e8d,0,0,0,0,0,0,0,202,0,0,0,0,0,78,366,0,0,0,0,107,0,0,213,0,0,131,0,0,0,43,0,0,0,0,417,296,0,109,273,0,0,0
7b9aa9d04f6d2b742d8cbe609bd85b1b,0,27,0,0,0,0,459,140,46,0,10,0,754,30,302,98,0,11,0,0,0,74,38,0,48,56,0,0,0,0,0,31,0,69,10,0,6,0,0,0,15,0
6a2a5542667de005f096a58638ca4dc5,0,0,0,0,0,0,312,82,36,46,0,0,605,38,408,0,0,119,0,0,19,0,0,0,95,0,17,75,0,0,0,6,0,262,46,16,0,0,0,38,0,0
b3dc69185687b236f2cefbed02fc6118,0,259,121,0,211,0,0,33,0,0,0,0,0,0,152,0,0,0,0,59,94,0,77,0,0,96,0,0,28,0,0,50,17,0,148,689,0,105,71,0,0,0
6bf19ab5ef4859804242b8017f37c554,0,0,0,0,0,0,868,293,0,0,0,0,98,0,0,0,7,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,283,231,0,0,0,40,56,0,0
a3c7ef4bd2a866fd0d2f8f68f296f31c,0,0,0,0,19,0,379,158,0,42,26,0,274,13,382,22,0,11,0,53,85,0,50,0,20,29,0,25,0,0,0,93,0,225,95,0,0,4,0,127,63,0
449e2d850413f7557f01b7a6d4351630,0,0,0,0,0,0,0,749,30,0,34,0,0,38,522,0,20,0,0,103,136,0,97,0,0,39,0,0,14,0,0,51,0,0,184,11,0,105,56,0,0,0
d130eeeab24770c7909a9b53a2c1663b,0,56,0,0,54,0,0,0,0,0,18,0,0,228,1027,0,13,16,0,268,98,0,204,4,0,19,0,0,0,0,0,26,7,0,87,0,0,35,0,0,0,0
b5f9eb508c9ddc02178af4150208af99,0,0,0,0,0,0,129,43,0,0,9,0,959,115,99,202,23,0,0,0,72,0,21,0,65,74,0,46,0,0,0,0,0,61,201,0,0,0,0,0,31,0
60138a816f2d3ed4a63252df63cd6324,0,0,0,0,0,0,0,137,84,0,35,0,0,374,844,0,0,76,0,44,194,0,12,0,0,13,0,0,23,0,0,71,0,0,57,0,0,177,0,0,0,0
ca1f7957fb5b80c4dbd3731ab03ee838,19,43,46,101,0,420,12,47,89,11,0,5,22,0,98,92,0,0,17,0,0,311,36,81,12,0,24,41,0,23,0,0,12,144,24,31,0,59,78,204,15,0
689e45330dcb69a6d1f4f86af7b765c2,0,0,0,0,0,0,32,176,29,52,0,5,498,97,203,55,26,74,24,12,44,43,104,0,71,64,0,0,0,20,0,0,0,190,38,29,40,0,72,37,15,49
e64f0f9c13a1af3f02a56efe4b19abd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,13,0,1000,237,0,610,34,0,0,0
4132f2a99b5d815047911088578d7e04,0,0,0,0,0,0,280,194,0,73,0,0,330,0,136,0,0,113,67,0,413,0,93,0,76,24,0,0,0,12,0,0,0,0,248,0,0,0,0,0,11,0
4b41665f440f752447eba8f44ef247bc,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,1419,58,0,107,0,0,0,0
e1706dfc44eb993d1c1c63665224f8f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061
61ba1ff02e3e9983d5f845b2f497c18f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043,0
b741e88a4a4540a85cf315bf7e642194,0,0,0,59,25,0,73,52,0,0,0,0,347,23,388,65,0,52,101,0,28,86,70,0,107,28,14,31,0,11,0,0,0,138,59,0,18,0,35,189,7,0
eeeba60462c3a97c3778949608cd1fab,0,0,0,0,21,180,0,544,322,0,14,0,0,34,390,0,29,115,0,147,54,0,0,0,0,41,53,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
70d083820c8fc6c038af8dd5c9c51f0b,0,0,0,0,0,0,299,58,26,5,0,0,187,7,303,145,0,0,0,0,504,0,19,0,10,0,18,0,0,0,0,0,0,236,118,36,0,0,0,0,0,0
1c2bdd564e86fbd74934d655d3e3c986,12,0,0,65,0,0,128,113,26,26,0,0,476,93,379,0,0,0,166,0,0,0,52,0,36,0,0,21,36,0,0,0,0,152,0,0,160,0,0,0,0,0
32e358ee45e0327b0dff3ef10fa4c7c5,0,0,0,0,0,0,16,37,17,0,5,0,161,0,532,0,0,0,0,0,0,0,0,0,118,27,0,0,0,0,0,0,0,493,22,70,0,0,28,102,65,208
3448423a31af4633d9272c4df17d4319,0,0,0,0,0,0,0,0,0,463,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,336,185,104,0,0,80,0,101,0,0,0,30,24,0
b7703446abd0380f9ab54edaa332ddbe,0,0,0,0,0,0,0,967,301,0,14,0,0,47,406,0,23,35,0,57,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e5f584de729304256c834f4eae0b869,0,0,0,0,0,0,84,57,56,0,0,0,173,43,403,15,3,32,367,0,19,119,79,0,38,15,0,17,0,15,6,8,0,89,87,56,0,0,0,71,0,0
3b0bfce36f0205b6077d7a86cc14b65a,33,0,0,123,14,0,0,18,0,0,0,0,233,0,144,34,0,14,104,39,89,328,0,20,46,0,9,0,0,15,20,20,0,406,0,88,51,0,0,0,0,0
a131c0910b2b14a7dc1fc4af06964220,8,268,82,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,117,35,0,0,26,0,25,0,0,172,127,0,0,104,0,0,0
0b18f1da1c2a50a8edf738949cffe204,0,0,0,0,0,0,159,211,0,5,0,0,112,8,324,123,10,0,0,0,90,0,0,0,31,0,0,0,0,0,0,0,0,409,118,0,0,0,0,183,26,0
d9fd2ab2ce5874c6aa0bffa7a1f2396f,0,0,0,0,22,0,1196,86,0,0,0,0,71,0,182,0,0,0,0,0,27,0,0,0,14,0,0,53,0,0,0,7,0,0,94,0,0,0,0,0,47,0
3882b8136ad9a327c39789f777c390ed,0,0,0,0,0,0,230,73,20,55,0,0,384,50,128,134,17,0,0,0,51,0,0,0,96,51,0,120,38,16,0,0,0,293,27,0,0,0,0,0,15,0
20c777fca365edd8f1f2f2f146f0f94c,62,249,0,0,53,0,0,247,41,0,22,0,0,53,249,0,0,73,0,0,47,0,294,0,0,26,0,0,0,0,0,63,0,0,155,111,0,0,25,0,0,0
66987cfd855bf2d3284684af0bbb520c,0,0,0,0,0,0,43,73,0,81,0,0,591,74,184,80,21,48,147,9,0,0,138,0,0,46,47,0,0,0,0,0,0,62,0,0,26,35,14,0,47,0
d806c3e7bdbb101f4eaf91f0a3415394,0,65,0,0,0,0,86,43,18,58,0,0,397,46,345,24,0,0,132,0,53,33,0,15,41,29,0,22,0,23,0,23,0,206,34,48,0,0,0,23,0,0
613a37d3a9be5e84a8a218b5d4de3f5f,0,0,0,0,0,0,0,988,98,0,20,0,0,28,456,0,13,19,0,17,57,0,52,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0917fbf603581452a18a9d2cfb36c762,0,0,0,46,0,0,126,0,0,49,0,0,361,89,212,227,0,0,145,0,46,49,108,0,52,24,0,56,0,0,0,29,0,0,61,0,60,0,0,0,0,0
2c3cb86f4f00b773c3d64e01eb28ccb6,0,0,0,0,0,0,361,0,46,6,0,0,336,38,174,70,40,39,0,0,26,0,0,0,122,25,0,64,24,10,0,0,0,194,107,42,0,0,0,12,0,0
2437e4b73db59a7cc2d7abe7d0ae8dab,0,0,0,0,0,0,0,499,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc7bfc720a15a4848df54f6ec1c3f53f,0,0,0,0,0,0,530,216,8,13,0,0,107,12,407,90,0,0,0,0,71,0,0,0,0,0,0,22,0,3,0,0,0,105,149,0,0,0,0,0,0,0
66e17eaacbd66954c26cfd8055f7883f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,358,0,0,286,0,0,103,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0
1a7b097d573fb052f7704fd10b2ac5c8,0,0,0,0,0,0,615,121,17,0,3,0,136,21,435,152,10,0,0,0,0,0,0,54,0,0,0,54,0,0,0,0,0,0,0,59,0,0,0,0,41,0
c31d0bf3dd38924a561032473e5b4da8,0,0,0,0,0,0,0,0,0,70,18,0,241,15,188,22,0,36,228,32,0,350,193,0,0,0,0,20,0,0,35,27,0,0,0,69,48,26,9,88,0,0
17e012bba698c21c29a53a0fb62f7d83,0,0,0,0,62,0,132,154,0,0,0,0,525,0,226,0,0,0,186,0,45,0,0,0,59,0,0,38,0,0,0,0,0,35,44,0,0,0,89,112,0,0
ade81648fec72aecc7059c363ca0475a,0,0,0,0,0,0,24,94,0,6,9,0,261,31,654,54,21,23,0,0,4,0,0,0,47,39,0,51,36,5,0,0,0,33,50,0,0,0,0,169,47,0
28e712d0539833ab5881a3fdd475c020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0
631c1a800e1add38166d335bed440615,0,0,0,0,0,0,0,1134,11,0,15,0,0,19,399,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
438123ce87a3d229011b167b9d36323c,23,0,50,0,0,0,27,0,0,32,9,0,589,16,258,0,0,0,192,0,0,0,54,0,0,33,0,0,0,26,0,0,0,0,49,73,61,28,0,77,0,41
ee31f253e26ac9d9f485e24bc6cf4a2c,0,0,0,0,0,0,186,0,0,0,0,0,615,0,0,76,0,53,0,0,0,93,88,49,104,92,7,0,0,31,0,0,0,0,78,0,0,0,0,119,0,0
61fe4f32dfe22f2177ba618a2005b9e4,0,33,0,0,123,0,0,403,40,0,25,0,0,48,706,0,0,0,0,0,34,0,35,0,0,14,0,0,0,0,0,23,0,0,90,0,0,0,0,0,0,0
7471ab92327f5b0d4a4389c7a32a3e72,0,0,0,0,0,0,138,54,26,61,0,0,568,45,237,57,0,0,17,0,24,160,18,0,66,44,0,0,0,0,0,0,0,0,15,0,0,23,20,0,0,0
6f0f083db8d98f9c28e1c42838cb52d3,0,172,8,0,310,0,0,253,167,0,0,0,0,63,290,0,17,31,0,18,69,0,41,0,0,0,0,0,11,0,0,0,0,0,85,0,0,12,0,0,0,0
4b362e9a4e35e3f3976c84a080487c4b,20,16,0,182,36,0,196,69,25,66,14,0,120,67,203,0,0,15,0,20,0,0,16,0,42,13,8,24,12,0,11,0,7,187,99,0,58,0,0,0,18,0
5b0e1aa742859f17cb37527a9ee85341,0,0,0,0,0,0,150,82,0,67,10,0,218,0,190,177,25,129,0,0,90,0,0,0,0,47,0,43,0,13,0,0,0,138,0,59,0,0,0,99,0,0
49a9584894b65774732c16caa119772f,0,0,0,0,5,0,83,59,17,22,0,0,326,24,245,0,20,0,171,38,0,159,32,0,53,45,19,0,13,0,4,0,0,0,23,0,0,0,0,145,12,0
72bd10431efd133f1cea9240f2165f34,0,31,0,0,41,4,0,22,20,0,0,7,0,40,455,0,0,135,0,51,154,0,198,33,0,33,6,0,0,0,0,17,0,0,64,79,0,77,37,0,0,0
82bb6862413c7f421c998f346548b1fe,0,17,0,0,0,0,250,109,0,22,11,0,389,22,84,0,0,20,148,8,36,130,32,0,52,22,0,20,12,0,0,28,0,9,22,0,13,0,0,38,6,0
8847008c0319deb4cfa34f2ab30386c2,16,0,0,0,0,0,217,36,46,0,0,0,679,0,82,0,0,0,168,35,45,0,43,0,0,0,0,0,0,0,70,36,0,0,0,0,0,9,0,0,0,0
bf1c4b4501e0f1009d9510a542935a4b,0,0,0,0,31,0,0,56,0,0,0,0,0,78,229,0,0,0,0,39,0,0,85,0,0,73,0,0,0,17,0,456,22,0,131,70,0,63,89,0,42,0
313448aae9f76dd9eb035a657c5671ef,0,0,0,0,0,0,164,97,0,0,0,0,346,0,298,101,0,0,234,0,67,0,0,0,92,21,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
938e4efb8671d9ab8173c403bd8f31c0,20,0,0,0,0,0,43,31,0,44,31,0,299,30,175,68,0,29,199,22,33,0,28,0,95,30,0,0,0,0,8,15,0,0,13,0,41,70,0,134,0,0
d0d6fdcaf798dd0245983b3b30e5725a,0,0,0,0,0,0,464,99,0,6,0,0,143,9,230,52,0,0,0,0,31,0,0,0,61,14,0,38,0,0,0,0,0,107,171,0,0,0,0,0,19,0
e7e92144c4ae51343ec5c7d291641f8b,0,0,0,0,15,0,135,0,104,47,16,0,384,51,179,0,0,0,88,0,21,0,0,0,50,0,0,28,0,29,0,29,0,148,23,0,0,0,0,47,46,0
2a3842cb5fd02ca1f20019d2bf263a99,0,0,0,0,0,0,147,0,0,31,0,0,636,23,90,30,0,0,212,19,0,0,0,0,73,19,0,4,9,0,12,19,0,0,44,39,0,0,0,0,10,0
962cb9380411dd8e20691988e14fb0ee,0,0,0,0,52,0,0,33,79,0,4,5,0,16,263,0,0,140,0,0,140,0,26,121,0,36,26,0,0,0,0,98,13,0,208,112,0,40,0,0,0,0
7cc74aecf0c05123cbd3f0b85e6e4bc2,0,0,0,0,0,0,278,34,0,0,0,0,96,0,49,0,0,0,0,0,37,0,0,0,61,11,0,18,0,0,0,0,0,668,149,0,0,0,0,0,0,0
bb509bfee49e16b20eee4827f57cd99d,0,100,0,0,125,0,0,0,0,0,0,0,0,0,339,0,6,9,0,18,80,0,45,29,0,50,4,0,13,0,0,11,0,0,143,256,0,0,158,0,0,0
5307b8e2b0ce86b46bc0d8ae16adadec,0,103,0,0,0,0,148,0,30,0,0,0,393,27,387,128,0,0,0,0,0,0,0,0,30,19,0,0,0,18,0,0,0,0,0,0,72,28,0,0,0,0
45fd6200c970321d334d1ef947f49f74,22,0,0,18,0,0,143,30,0,16,0,0,270,38,266,0,7,0,127,23,48,0,47,0,70,16,0,54,10,0,27,0,0,53,47,0,18,21,0,0,0,0
13526505347e05435b87e07867e16190,0,0,0,0,0,0,256,138,0,6,6,0,698,34,190,0,16,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8d64bf88e2c15fcf873f77bd77a3518,18,71,0,0,0,0,162,28,0,25,0,0,378,0,84,54,0,23,84,0,39,98,0,12,42,22,0,0,9,0,0,0,0,61,22,118,0,0,0,0,0,0
fb8afdf5c25fcc12f3c9bfd733ffbf42,0,0,0,0,0,0,172,0,0,28,3,0,345,0,65,0,0,4,70,0,18,63,49,0,11,0,0,28,0,0,24,0,0,205,0,143,70,42,0,0,0,0
0bd6e7392cf4e7e1ebcf0481f7154715,0,0,0,0,0,0,155,96,0,0,0,0,399,48,206,67,48,0,0,0,0,0,0,0,32,0,0,29,0,0,0,0,0,189,39,0,0,0,0,0,23,0
ab42dc0fc63b26bb5623333b292a2a3b,0,0,0,0,0,0,227,103,0,0,0,0,278,0,69,0,7,0,0,0,7,0,0,0,24,13,0,6,19,0,0,0,0,383,78,0,0,0,46,70,0,0
965a272a8bc9d7420aea8e992e382539,810,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35b17438a725e8afe7194c63f4c84b1c,0,0,0,0,0,0,0,110,31,0,19,0,0,109,702,0,13,0,0,0,20,0,42,12,0,36,0,0,0,0,0,206,0,0,16,0,0,0,0,0,0,0
2c93f7d957803bedc169ab5effa9f15e,0,0,0,0,0,0,92,27,0,34,0,0,278,38,257,107,21,0,67,14,24,0,38,0,62,22,0,30,0,0,0,11,0,99,38,0,0,13,0,28,0,0
1ea024f750170ebe118d93c358f2fcfb,856,20,0,183,27,0,0,33,0,0,0,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,11,0,0,78,0,0,0,0,0,0
48c53d95c9ec8da2ec68943deb3257fa,0,0,0,0,0,0,0,321,13,0,21,0,6,98,251,0,32,9,0,25,65,0,67,60,0,107,0,0,20,10,0,26,0,0,141,0,0,20,0,0,0,0
9c0b09ddb1ce534a8d154ed99bb0bd89,0,94,0,0,56,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,20,0,76,0,0,46,0,0,0,0,0,84,0,0,365,0,0,59,424,0,0,0
7940db006aad861e158f2a356e30b207,0,0,0,0,0,0,51,25,38,28,27,0,320,70,336,27,0,18,70,0,0,192,0,0,23,11,19,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
3ef8184db268abafb693505f9a691958,0,0,0,0,0,0,393,95,17,0,0,0,204,0,159,38,0,0,0,0,126,0,0,0,83,19,0,0,12,0,0,0,0,87,40,0,0,0,0,0,0,0
517e0f3512e11804f466bf1ea155a09a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,211,0,457,0,0,43,0,0,20,24,0,25,0,0,212,82,0,100,0,0,0,0
0a7a50db92aac5196c48e4516a22b392,0,17,0,0,0,0,245,75,0,36,0,0,384,0,39,0,0,0,85,0,37,0,26,3,0,0,0,0,0,0,0,0,0,100,41,0,0,0,0,173,0,0
19c8be50d2997a324a3e064ffd5fb996,0,0,0,0,0,0,0,0,0,0,0,0,0,4,287,0,0,17,0,76,181,0,221,57,0,125,0,0,0,0,0,6,0,0,95,23,0,0,154,0,0,0
1e70b1c4862110c3d0e64e463e915555,0,0,0,0,0,0,82,16,58,0,0,0,443,0,174,0,15,20,21,0,15,111,40,0,61,0,0,20,0,0,0,0,0,93,18,0,22,31,0,0,5,0
10a5c6ff8b274b901d25c2024826e514,0,0,0,0,0,0,15,0,66,0,0,0,508,16,224,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,7,0,301,95,0,0,0,0,0,0,0
82efd0b0493ad1a904509e0f2d82441d,0,0,0,0,0,0,0,55,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,884,259
f705442f492a537a3b4be0041b635bf0,0,0,0,0,0,0,142,0,0,0,0,0,88,0,98,0,21,0,0,64,271,0,0,0,0,0,0,17,26,0,0,0,0,372,48,0,0,0,0,84,0,0
19207e68bc173bf00d1e36ca137d2ca4,16,0,30,0,0,0,0,205,0,0,22,0,0,0,0,0,0,0,0,50,0,274,0,0,0,0,33,0,0,13,0,40,0,157,24,174,106,0,85,0,0,0
4372b0e24e2193ff02d5b519ca343cbb,0,0,0,0,0,0,140,88,0,14,0,0,402,23,67,13,0,0,0,0,67,0,0,0,77,44,0,0,0,0,0,0,0,47,129,0,0,8,0,65,44,0
2108d0b6281a13616920ea481cebbf29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869925103c778735ddf847ecbdaae76,0,128,100,0,0,264,0,0,0,0,0,0,0,0,67,0,0,0,0,0,8,0,167,40,0,0,27,0,0,47,0,26,7,0,197,70,0,70,0,0,0,0
7865a7481c1b10557ee40b3444657057,0,0,0,0,0,0,299,287,0,0,3,0,56,0,292,140,0,0,0,0,7,0,0,0,58,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0
469a0fb3a9a64e3bee4a9c8967c8573c,31,0,0,0,0,0,92,0,0,0,0,0,151,0,0,114,0,0,231,0,0,17,0,0,0,0,0,57,0,0,0,0,0,0,41,0,122,169,0,168,16,0
ed122e4a79e6b27ddc234876bcf30593,0,0,0,0,0,0,45,28,0,0,0,0,39,43,556,31,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,35,0,0,0,0,117,39,0
997869e043a2ac03b070faa4fae84113,0,0,0,0,0,204,0,9,38,0,5,7,0,0,181,0,0,0,0,151,98,0,0,0,0,83,4,0,0,11,0,0,0,0,0,267,0,0,143,0,0,0
b69a3c65a0b0706049505d76db3bbd9a,0,112,0,8,5,0,0,200,0,0,0,0,219,67,113,0,0,16,93,0,48,0,35,0,14,6,0,18,0,0,10,0,0,33,0,69,71,0,0,60,0,0
daf5079f7e450f927d7d533c0663c640,0,0,0,0,0,0,0,94,48,0,4,0,0,14,184,0,0,22,0,42,166,0,110,28,0,45,4,0,36,0,0,48,3,0,83,148,0,89,26,0,0,0
37c381dbf6197bac8fdcb917a86b6b63,0,0,0,0,6,0,0,203,168,0,9,0,0,61,203,0,0,82,0,0,50,0,177,71,0,32,4,0,0,12,0,18,0,0,0,95,0,0,0,0,0,0
c5532e24838758d4bda885ee08dd4bf3,0,0,0,0,0,0,260,360,0,0,0,0,79,0,105,126,0,0,0,0,86,0,0,0,0,53,24,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0
f17255cbc5ab9811468abe75c8e334b5,0,252,75,0,486,293,0,0,0,0,0,0,40,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7382fe04d0f2e904a06b02e4de988f42,0,0,0,0,0,0,81,115,0,11,0,0,352,76,174,81,22,0,0,0,30,0,0,0,80,10,0,0,7,0,0,0,0,80,68,0,0,0,0,0,0,0
6d9c456fcf48d5888d13d116e8973a4a,26,0,0,0,0,0,0,0,0,27,0,0,309,32,202,0,0,0,117,0,0,0,50,0,35,0,27,0,10,0,0,11,0,200,39,0,0,0,0,84,0,0
a7b08450eb097c5cf1ea4c7389b30231,0,0,0,0,0,0,53,96,0,0,0,0,276,35,172,0,13,0,289,0,0,0,0,0,67,17,0,22,0,10,17,0,0,65,0,0,0,0,0,37,0,0
9f89120fa213d169a3dea19b78661443,0,0,0,0,0,0,80,0,0,0,0,0,263,53,231,57,0,0,141,0,50,0,64,0,0,24,0,0,0,0,0,0,0,0,60,11,37,0,83,0,0,0
83154f31443531e4d5e022ecf7bd0db1,0,0,0,0,0,0,242,0,0,0,0,0,301,9,153,0,0,0,12,6,224,0,5,0,72,30,0,0,0,0,0,0,0,0,38,0,0,0,20,0,37,0
2463113119682c9d07867a5a564163b9,9,149,0,0,0,0,0,370,265,0,0,0,0,27,48,0,59,26,0,0,25,0,58,0,0,22,0,0,0,0,0,0,0,0,46,0,0,0,40,0,0,0
441ecc70072da067ecc634330f58f37a,19,0,0,0,20,0,0,213,0,0,0,0,0,0,456,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,44,0,0,52,0,0,131,0,0,0,0
52a9c937f248a77000431a8fe17a7eca,0,0,0,0,0,0,10,96,0,32,7,0,401,38,96,19,0,0,17,84,8,0,24,0,75,19,0,0,0,0,7,0,0,0,20,57,0,0,48,53,8,19
26b50be2ead955cc7249f433cc365307,0,0,0,0,0,0,0,318,102,0,0,0,0,21,443,0,0,83,0,0,0,0,74,0,0,0,0,0,19,6,0,29,0,0,21,0,0,0,19,0,0,0
